24468215;Vila Verde da Raia - Viseu;False
31567548;Estrada Nacional 2;True
31567550;Estrada Nacional 2;True
37103076;Estrada Nacional 108;True
37103081;Estrada Nacional 108;True
37103082;Estrada Nacional 108;False
37103084;Estrada Nacional 108;False
37103085;;False
37203534;N313;False
37568252;M1305;False
37568554;M1305;False
37568555;M1305;False
37568557;;False
37568624;M598;False
46604482;Estrada Nacional 2;False
46604515;Estrada Nacional 2;False
46605803;;False
46606062;Estrada Nacional 2;False
46606440;;False
46622799;Vila Verde da Raia - Viseu;False
46622802;Vila Verde da Raia - Viseu;False
46891692;;False
46891695;;False
46891699;;False
46891702;;False
46891704;;False
46891706;;False
46891712;Estrada Nacional 2;False
46891723;;False
46891724;;False
46894321;;False
46894322;;False
46894323;Estrada Nacional 2;True
46894324;;False
46894325;;False
46894326;;False
46894327;;False
46894328;;False
46894329;;False
46894330;;False
46894331;;False
46894332;;False
46894333;;False
46894334;;False
46894515;Vila Verde da Raia - Viseu;False
46894521;Vila Verde da Raia - Viseu;False
46894522;Vila Verde da Raia - Viseu;False
46894781;Vila Verde da Raia - Viseu;False
46894782;Vila Verde da Raia - Viseu;False
46894906;Vila Verde da Raia - Viseu;False
46985809;;False
46985810;;False
46985811;;False
46985812;Estrada Nacional 313;False
46985813;;False
46985815;;False
46985816;Estrada Nacional 313;False
46985818;;False
46985819;;False
46985820;;False
46985821;;False
46985823;;False
46985825;;False
46985827;;False
46985828;;False
46985829;;False
46985830;;False
46985831;Estrada Nacional 313;False
46986198;;False
46986199;;False
46986280;Estrada Nacional 2;True
46986281;;False
46986282;;False
46986283;;False
46986284;;False
46986285;Estrada Nacional 2;False
46986502;Vila Verde da Raia - Viseu;False
46986503;Vila Verde da Raia - Viseu;False
46986504;Vila Verde da Raia - Viseu;False
46986505;Vila Verde da Raia - Viseu;False
46987360;Vila Verde da Raia - Viseu;False
46987362;Vila Verde da Raia - Viseu;False
46987363;Vila Verde da Raia - Viseu;False
46987364;Vila Verde da Raia - Viseu;False
46987365;Vila Verde da Raia - Viseu;False
46987527;Vila Verde da Raia - Viseu;False
46987532;Vila Verde da Raia - Viseu;False
46987533;Vila Verde da Raia - Viseu;False
46987534;Vila Verde da Raia - Viseu;False
46987535;Vila Verde da Raia - Viseu;False
46987537;Vila Verde da Raia - Viseu;False
46987538;Vila Verde da Raia - Viseu;False
46987539;Vila Verde da Raia - Viseu;False
46987540;Vila Verde da Raia - Viseu;False
46987541;Vila Verde da Raia - Viseu;False
46988843;Vila Verde da Raia - Viseu;False
46988844;Vila Verde da Raia - Viseu;False
46988845;Vila Verde da Raia - Viseu;False
46988846;Vila Verde da Raia - Viseu;False
46988899;Vila Verde da Raia - Viseu;False
65416781;Estrada Nacional 108;False
67811586;;False
67811589;;False
67811590;;False
67811595;;False
75945249;Av. Manuel de Arriaga;False
75945251;;False
75945254;Av. Manuel de Arriaga;False
77266389;;False
77414943;;False
77414963;;False
81117828;;False
81924375;;False
81924427;Rua Visconde Poiares;False
81924430;;False
88499920;Estrada Nacional 222;False
88499921;Estrada Nacional 222;False
89009192;;False
95171647;Vila Verde da Raia - Viseu;False
95171662;Vila Verde da Raia - Viseu;False
95171668;Vila Verde da Raia - Viseu;False
95454179;Vila Verde da Raia - Viseu;False
95457999;Vila Verde da Raia - Viseu;False
95458000;Vila Verde da Raia - Viseu;False
95458001;Vila Verde da Raia - Viseu;False
95458002;Vila Verde da Raia - Viseu;False
95458003;;False
95458004;;False
95458005;Vila Verde da Raia - Viseu;False
95458006;;False
95458007;Vila Verde da Raia - Viseu;False
95458008;Vila Verde da Raia - Viseu;False
95458009;Vila Verde da Raia - Viseu;False
95458010;Vila Verde da Raia - Viseu;False
95458011;Vila Verde da Raia - Viseu;False
95458014;Vila Verde da Raia - Viseu;False
96344821;Estrada Nacional 222;False
98180374;;False
98180376;;False
98180377;;False
98180379;;False
98882595;;False
98883190;Vila Verde da Raia - Viseu;False
98884748;;False
98884749;;False
98884754;;False
98884756;;False
98884758;;False
98884759;;False
98884761;;False
98884763;;False
98884764;;False
98884767;;False
98884768;;False
98884770;;False
98884774;;False
98884775;;False
98884776;;False
98886044;;False
98886045;;False
98902369;;False
98902374;;False
98902375;;False
98903678;Vila Verde da Raia - Viseu;False
98903679;;False
98905703;;False
98905704;;False
98905798;Estrada Nacional 2;True
98905799;Estrada Nacional 2;True
